title,body,rating,review_id,sentiment_label,sentiment_score,positive_score,neutral_score,negative_score,compound_score,topic_id,review_length,is_negative,is_positive
Update - But I still say Yuck.,"Originally I said ...No bass response. Really; there is no bass response from these. I tried them with all three ear pads and fiddled around trying to get the best fit I could. I got the best low-end response with the largest pad which was basically no bass. Music sounded very thin and very mid-range heavy. Sort of like listening to the world through a toilet paper tube. Much worse sounding than my Apple earbuds.I loaded up my tone generator app and lowered the frequency until I heard the sound drop off. These Panasonic buds made it to 320 Hz. Same test with the Apple ear buds and they made it down to 100 Hz.These are either going back. If I get no refund I'll just toss them in the trash so they don't take up room in the house.----------------------------------But now after another attempt I find that the earbuds are almost nothing but bass. How is that? Well, as others have posted the sound of these changes radically once you push them into your ears and seat them as if you are putting earplugs in. Reach our opposite side hand over your head and pull your ear out and back, wiggle, push the earbud up into your ear canal and voila, you suddenly have bass.But you have almost nothing but bass. Thick, rich, muffled, weak highs. Oh, and yawn or wiggle your jaw around and the earbuds shift a bit and the sound changes.",1,10,negative,0.8603426218032837,0.012931224890053272,0.1267261803150177,0.8603426218032837,-0.8474,2,1333,1,0
I would like to return them because the sound is quite limited ...,"I work as a professional orchestral musician. In purchasing earphones, affordability, convenience for travel/gym wear, and crisp sound are important to me. I would not purchase these earphones again and would return them if it was worth it to do so. Unfortunately, it is not given the cost to ship them to return and the small fee I would be getting back.I would like to return them because the sound is quite limited and I should have known better. There is a general &#34;boominess&#34; that covers everything as to make the entire listening experience not crisp. The low end (pitch-wise) is not clear and neither is the high end. Everything's sort of muddy.I ended up purchasing a pair of Rha s500i earphones from the Apple Store for $50 and I am very happy with them. The Rha are my favorite earphones which I've listened to but it won't be to everyone's liking; some may find it too dry and bass-less as much of the &#34;boominess&#34; is removed. For my purposes of listening to orchestral music, I really like just hearing the articulation of the bass with not too much echo of the bass (or of anything) sustained over the following music. If I did not purchase the Rha, I would use the current standard Apple earpods which have an in-store price of $30. I would rather spend more money on either of these other earphones than listen to these Panasonic earphones.",1,11,neutral,0.5097323656082153,0.16639231145381927,0.5097323656082153,0.3238753378391266,-0.1575,1,1370,0,0
Not what it used to be,"I've purchased 4 pairs of these without the mic in the past and have love them. So I thought I would get a pair with a mic so that I could listen to music and take calls without having to change headsets. I noticed right away that there were some differences in how they looked and not really in a good way. They looked cheaper than they did before but I felt like I can't be too picky with earbuds that cost so little, but the real problem came when I listened to music. I had to turn the music up higher than I usually do in order to hear it and the bass and sound quality were not nearly as good as my other pair. I've done a comparison of switching out my old pair with my new ones just to make sure I'm not imagining things and they are for sure lower quality sound. I'm very disappointed and will not be purchasing another pair in the future. I feel cheated because it seems like Panasonic is doing a bait-and-switch using the good reviews from a better product to sell an inferior product now.On a side note, one suggestion to Panasonic would be to make sure the mic is facing inward when the earbud is in the ear because the one I have faces out so I have to hold it in the right position while I talk or the other person just hears my surroundings instead of my voice. Again, these are cheap so I can understand, but it would make it a much nicer product.",1,12,positive,0.7239333391189575,0.7239333391189575,0.24339771270751953,0.032668981701135635,0.6913,7,1364,0,1
Really Comfortable  ***UPDATED***  Garbage,"These are actually some really comfortable ear buds. I usually prefer actual head phones, but these babies are really nice. They come with several different sized rubber inserts to customize the fit your ear size. I use the mid-sized ones. The sound quality is great. The first time I used these was on an international flight to watch movies and listen to music. The ones the airlines give you are absolute crap and I was so glad I had brought these with me. For the price, they can't be beat.**Update**I originally wrote the above review on October 30, 2013. I gave this product 5 stars at that time. It is April 16, 2014 now and I am going to have to change my review to one star. I use these headphones to listen to music and audio books. I keep the volume pretty low since I have pretty good hearing. Recently, the ear phones have started making a lot of hissing and crackling noises, like you would expert to hear form a set of headphones or speakers that had been blown because the volume was turned up too high. I am the only person that uses these and I have not done that. Nonetheless, the ear phones don't work properly anymore, which is very disappointing considering how lighlty used they are. I can't return them now, so I'll just have to throw them away. I would not recommend these if you want something to last.",1,13,positive,0.9458814263343811,0.9458814263343811,0.04153459519147873,0.012584005482494831,0.9333,0,1328,0,1
Non-existent warranty / Lack of support / Low-quality Product,"I've purchased these earbuds multiple times throughout this year because they've kept failing. I've purchased one this May and another this July, and when I got sick of repurchasing the item, I've attempted to contact Panasonic to have the item warrantied. When I called the Panasonic phone line that was listed on my order, I was informed that the wait time to reach a rep was around 20 minutes, and I might potentially be charged ""$9.99"" for the call. I hung up immediately and attempted the online support chat. Before the conversation even started, and before I said anything, I was told ""this product has a 90 day warranty"". Which leads me to believe Panasonic wants to discourage their users from attempting to warranty their items. I was told that in order to use the 90 day warranty, I will need to ship the item to one of their facilities, and I would need to pay for the shipping.Panasonic appears to go out of their way to provide short window for warranties, and even when you qualify for the warranty, discourages you even further by having you shell-out for shipping, which basically amounts to the cost of a new product.Needless to say, this will be the last time I purchase earbuds/earphones from Panasonic, and this will have bearing on my purchasing decisions in the future for all Panasonic products and services.",1,14,negative,0.810947835445404,0.01444395910948515,0.1746082454919815,0.810947835445404,-0.7965,7,1332,1,0
Go with something else. The rate is total wrong. Recommend S3 or S4 earphone,"I don't know how this earphone has such a high rate. The sound quality is way worse than what I expected.I'm not the sound professional, I'm not picky sound freak. I expected the quality on Amazon review. I can say it is worse than earphone from Galaxy S3 which is selling for $5~$9 on Amazon.I lost earpad on Galaxy S3 earphone, so I bought this. Since it almost same price with S3 earphone, I expected this panansonic would have similar level of sound and material quality.*soundI'm not sure S3 earphones are genuine or not. But white earphone from Galaxy phone has way way better clear sound with more bass than this one. I'm not sure how I explain what I listen. As I said, I'm not professional. But I can say the sound is not clear to compare other earphone. It is noticable immediately if I compare with other earphones.*materialit has poor quality of cable to compare with $5~9 worth of samsung earphone. Cable looks like from late 90's or early 2000 if you remember thin cable that you can split half. The cable is really thin and looks like it is going to be broke if it gets some tension.Plus Galaxy S3 cable use gold plate. But this one doesn't.Seriously, go with samsung earphone. It has almost same price with mic, remote control, better sound quality.",1,15,negative,0.8724483251571655,0.016579609364271164,0.1109720915555954,0.8724483251571655,-0.8559,5,1265,1,0
NO BASS WHATSOEVER......THESE 5 STAR REVIEWERS ARE LYING TO US,"These 5 star reviews had to be rigged by people who worked for Panasonic. THESE THINGS SOUND AWEFUL!!!; the worst earbuds I've ever used.....and I've used earbuds extensively for more than 20 years to listen to music while training at the gym. There is absolutely no bass range to these, so forget about listening to virtually any kind of music with them. Drums literally sound like tin can lids. This is the most inaccurately reviewed product I have ever bought from Amazon, nobody could legitimately give the sound of these over 2 stars and that is best case scenario. I sampled all different kinds of music too, from classical, to rock, to easy listening, to hard rock and thrash metal, and it all sounds terrible. I'm not holding these earbuds to any super high standard either, like comparing them with high-end full ear headphones.....I'm just comparing them to run of the mill earbuds you could buy at Walmart for $3-5 bucks. I can't use these, I hope amazon will let me return them. Who could enjoy their music when it sounds like a freakin cartoon soundtrack? My product does not appear to be defective either, like maybe I got a bad one.....these things by all appearances look to be built to sound like this...so if you buy them, they will almost certainly sound just like mine do. TERRIBLE PRODUCT!!!",1,16,negative,0.9505321979522705,0.007209095172584057,0.042258746922016144,0.9505321979522705,-0.9433,1,1312,1,0
Used to be great - now they're worse than garbage,"I used to swear by this line of earbuds as a reasonably high-quality but affordable set of ear buds. Unfortunately I damaged my last pair, so I of course decided to reorder these based on my great prior experience. To my dismay the pair I received can only be described as worse than garbage. No, I'm not even sure that's a fair description because it doesn't do justice to the garbage headphones out there. Imagine that the music you love was first sent through a massive body of water for some good ol' distortion. After your music managed to cross the ocean, it was then transported childhood-style through a ""tin can telephone"" for refinement. Once/if the music had managed to survive that you get the privilege of listening to the songs you enjoyed being butchered.Want a better way to listen to music? Find a $0.99 bluetooth speaker from the depths of your local dumpster and give it a try. I'm sure it would surpass the quality of these headphones by a wide margin.With partial joking aside, I'm just disappointed that an affordable series of headphones has declined so significantly in quality from when I last purchased them. I purchased two of these, so the odds of it being just a defective unit are slim. Rather, I think the quality of the product has been compromised.",1,17,negative,0.840723991394043,0.032686881721019745,0.12658919394016266,0.840723991394043,-0.808,5,1281,1,0
Much better sounding than they should for the price but quality control is lacking,"These are really good sounding cheap earbuds. I use them for working out where I don't want to have to worry if they break or I lose them. I bought an extra pair to have on hand in case something does happen to them. They sound way better than they should be considering what you pay for them. The only thing I don't like about them is the way they position on your ear, they insert upside down in your ear and require you to wrap the cable around your ears. I prefer them to go straight down. The cable is also very flimsy and tangles too easily. Even so, these are really good sounding at an incredible price.Update Aug 2019I purchased a second r of these as a backup in case anything happened to the first ones. The first ones blew out but I used them a lot of times in the gym with hard use over three years.The second pair just sat in the unopened package on my shelf. I just opened the package of the new earbuds and the left earbud completely fell apart.I threw them in the garbage.I will have to look for another option for the gym. It seems the quality control has gone in the toilet over the three years I owned the first pair. I won't be buying them again.",1,18,positive,0.6648354530334473,0.6648354530334473,0.24193637073040009,0.09322817623615265,0.5716,0,1167,0,1
"Such high hopes, but alas...","I had such high hopes given the other reviews. This seemed like the perfect headphones at a great price. So good in fact I overlooked the fact that the first pair I bought didn't work and exchanged them for another pair. Amazon returns/exchanges are fast and easy (so five stars for Amazon). So I went zero good pairs out of two attempts. The issue I experienced was the same with both pairs I tried: the cord had to be perfectly situated or the sound got staticky, faded out or otherwise sounded like I was in an echo chamber or cave. When I moved my head or phone, and thus the cord, the sound would getter worse or better depending. I tried both pairs in multiple devices (iPhone and iPad) without success, and I did try other, known good headphones in those same devices and my known good headphones worked fine. Bottom line is that the problem was definitely with the quality of these Panasonics. Because of Amazon's return policy, if you don't mind taking a risk, I'd recommend getting these - who knows, maybe you'll be among the 1,000+ reviewers that had a great experience. Side note: I did order the headphones with the mic, so maybe those models are the problem.",1,19,positive,0.6863540410995483,0.6863540410995483,0.1586643010377884,0.15498167276382446,0.5314,5,1173,0,1
Don't waste useful money on this unless you want a %50 chance of it being worth,"Surprise surprise. It broke on the first day with me barely using it. The right audio has completely died out, along with the two others that I had previously bought (I bought three -silver, green, then black and they all eventually broke in a month span). I'm not even surprised, because I hadn't even thought about how horrible these earphones could have been due to past experience - I just needed earphones, and looky here - they broke...again for the 3rd time. This was a record for me - 2 hours after it arrived at the door. It didn't even have time to tangle! Oh..did I mention? If you enjoy stress, these earphones will possibly be the most stressful it can get in Amazon! For my past two earphones (same type) , the strings were incredibly thin, that if you just put them neatly in your pocket for about 5 minutes, they would come out with various knots everywhere. It may sound like a minor problem, but this is just an inconvienece. Another (around) 10 bucks down the drain. I'm not really one to add tons of details to some simple earphones but I sure wish somebody told me how bad these were - I would have bought some better earphones that actually last!",1,20,negative,0.8679041862487793,0.020784078165888786,0.11131172627210617,0.8679041862487793,-0.8471,7,1168,1,0
You get what you pay for,"About $7 buys you earbuds that are moderately comfortable for about 20 minutes, then they feel like concrete in your ears. They have barely passable sound quality for most music types. Bass is miniscule. Treble is weak. I had to check my equalizer to make sure there wasn't a bandpass filter turned on somehow. Seriously, the earbuds included with my last Samsung smartphone are better than these.I used these for exactly two days before I got fed up and reordered my trusty, albeit $30 (gasp!), Sennheiser earbuds that I lost and that these were intended to replace. The Sennheisers sound infinitely better and I can wear them for about two hours before my ears start to notice they are in.If you listen to music for more than 20 minutes at a time, I highly suggest spending a little more and getting a quality earbud. If all you need earbuds for is listening to audio books for 15 minutes at a time, these will get the job done.I was hopeful after reading reviews that said these were great for $7. I am as frugal as the next guy, but these are not even worth $7 if you ask me. $6.50 for the Panasonic name, $0.50 for the earbuds.",1,21,negative,0.6206505298614502,0.09149328619241714,0.28785622119903564,0.6206505298614502,-0.5292,3,1132,1,0
Not even worth $2 - get a pair of MEE headphones instead.,"The only positive thing I have to say for these headphone is that they are cheap and appear to be durably made.They are horribly uncomfortable when in your ear, and frequently fall out due to the shape - the ear piece is not square with the back side, but offset slightly. When you are wearing them, this has the effect of the cord constantly tugging the earphones out of your ear.I have tried many different ways to get the ear pieces to fit - including lifting the top of my ear while putting in the headphones, tilting them forward or backward - but not only are they uncomfortable, after about 15 minutes of use, they actually hurt my ears to wear by pressing uncomfortably on my ear canal because of their strange shape. The plastic is also very hard surrounding the ear piece and not adequately covered by the ear cover.The cord is very short, almost too short for me to use while I am running and holding my iPhone in my hand (with no tangles or wraps in the cord) - and I am not even 5' tall! The cord also tangles easily.Even if these are incredibly cheap, the experience are so terrible they are not worth it.",1,22,neutral,0.3824833035469055,0.24994318187236786,0.3824833035469055,0.36757346987724304,-0.1176,4,1119,0,0
Damn So Much For Reviews,"I got to say I always read reviews before I buy anything, But I was fooled by the reviews I read here about these Earphones! These have to be the worse Earphones I have ever heard. Yes they fit great in my ears But that's the end of it. There is no Bass what so ever, And no Volume either, These are so lifeless, I am not Big on a lot of Bass so these looked to be the earphones for me, I am on a fixed income and can't buy real high end phones However these seemed to fit what I was looking for. I own a few Panasonic items in my Home and love them all But I am so not happy with these Phones! I must say the pair that came with my MP3 player Blow these away! I just ordered a set of JVC Phones and I hope for the Best. If you are looking for a set of Earphones that are lifeless in sound in every way, Then these are for you! The Seller was wonderful But for the price of these I am not going to bother to return them, I think I will just give them to my 2 Year old Grand Daughter! Let me say one more time, Amazon is great! The Seller was also Great! And I will still buy here as always. Do yourself a favor Stay away from these earphones You will be sorry!",1,23,negative,0.7913997173309326,0.04589331895112991,0.16270694136619568,0.7913997173309326,-0.7455,1,1160,1,0
No Longer Reliable,"I tend to buy a few of these, including the ones with the mic, to have as backups for myself and the kids for when the older ones go bad which is usually between 8-12 months. Anyhow, I opened up a new one of these and I noticed that the base that connects to your phone/MP3 players was thicker than usual. The second I connected it one of the headphones started to give out although slightly. I thought that was odd as it is usually a sign of the headphones going bad. Long story short one of the headphones went out after a week of use. Amazon was kind enough to refund me but then I opened up another pair and the base was again thicker. I bought them from different sellers so many it is a new Panasonic build for these? As soon as I connected the 2nd pair I got the same issue where one headphone gave out slightly. I now have to move it around so both headphones work. The sad part is that the same thing has happened to the Panasonic headphone with the mic. Those lasted me about a month before one headphone died out on me. I used to love these headphones but will no longer purchase them. It has been fun, Panasonic.",1,24,neutral,0.5831779837608337,0.07618127018213272,0.5831779837608337,0.34064075350761414,-0.2645,7,1124,0,0
Beware as these are not able to be returned through Amazon if defective.,When I first opened these they fit very comfortable in my ears. When I tried listening to them the sound in the right ear kept shorting out. Went to Amazon to try to return them and learned I could not return them even though I had just purchased them a few days ago. Instead I was given the phone number to Panasonic customer support. I was disconnected twice from customer support while they tried to transfer me to the right person. I realize these headphones we’re only $8 but it’s the principle of it that they make you jump through all of these hoops from the manufacturer to return a defective product. Normally Amazon returns items quickly with little effort. Given all of the positive reviews of these headphones I am assuming I just got a defective pair.UPDATE: I called Panasonic to start a return. They told me I would have to ship the $8 earbuds to them first then they would fix them and send them back to me. Very disappointed as it would cost me at least that much to ship them in the first place. Not a fan of Panasonic right now and surely will never buy any Panasonic headphones again.,1,25,neutral,0.5522913932800293,0.31642648577690125,0.5522913932800293,0.13128216564655304,0.1851,7,1104,0,0
UPDATE - DO NOT Buy These !,"UPDATE 12/30/15 - I have had these three months and the coating along the wires is falling off. The inner wires are exposed and I'm now afraid to use them. If I could return them at this point, I would. What a waste.I work out a newly-built World Gym. If anyone has been to a World, you'll know that they blast techo-pop music. If your work at at 6am like me, you likely also get a few senior citizens who go to the gym to socialize. They like to yell to one another other the music, amazingly always within close proximity to me for some reason. So I often find myself turning up my phone's media volume, to the point where Samsung is like 'Woah, you're gonna kill your ears!&#34;I wore these Panasonic in-ear headphones to the gym today and purposely used an elliptical right next to the The Talkies, as I like to refer to them as. I barely heard a word, and my phone's media volume to low to medium at most. So for noise cancelling - 5 stars!These are very comfortable to wear in my ears, 5 stars again. The purple cord was true to the color shown - 5 stars!",1,26,negative,0.5124689936637878,0.10058712214231491,0.38694390654563904,0.5124689936637878,-0.4119,5,1061,1,0
