title,body,rating,review_id,sentiment_label,sentiment_score,positive_score,neutral_score,negative_score,compound_score,topic_id,review_length,is_negative,is_positive
Amazing Sound Quality but Some Cons,"Update: I've had these for six months and the case has stopped charging. They are essentially useless now. I would recommend purchasing through Apple so you can get another pair if yours malfunctions. Since I purchased on here and the return window is closed, I cannot get another pair, which means $130 down the drain.This was definitely one of my best Amazon purchases. The sound quality on these is amazing even during phone calls. The charging case holds an impressive amount of charge so I only need to recharge it once every 2-3 days, which isn't very much considering I use these 8-10 hours a day.at work. That being said, there are some cons to these. The battery life of the AirPods themselves isn't the best-- you'll get 1-2 hours max. Now, five minutes in the charging case will get these back to full charge, so take that with a grain of salt. The biggest con for me has been the Bluetooth connectivity. I have an IPhone 11 so I would expect these to have no issues with connecting. However, every few times I use these, one or both of the AirPods does not connect when I pull it out of the case. It usually takes about five minutes to figure out the problem and re-connect them. It's definitely a problem when I'm trying to pick up a call on my AirPods or listen to something quickly. For that reason, I'd give these 4/5 stars. They're still worth the purchase but I'd recommend adding AppleCare so you can get a replacement if you have the same issues. (P.S. If you have an Apple watch, these do not connect independently to the Apple Watch, you will need to have your IPhone on you.)",1,10,negative,0.8048917651176453,0.044654782861471176,0.15045341849327087,0.8048917651176453,-0.7602,0,1598,1,0
My Airpods were very expensive,"After having these bad little MFs for less than one week, I suffered an unfortunate bout of being relieved of my very possession of said precious subjects. I was working with them in my pocket & they must've fallen out & when some bottomfeeder happened upon them, his day was made & mine was ruined. If there's a God in heaven, someone very near & dear to whoever discovered their unanticipated treasure today is suffering through the final hours of their soon-to-be-over life as I type out this review & then at least whatever pleasure they may have experienced ultimately at my expense via my lost electronics accessories will have thereby been deemed short-lived. As much as I shudder to think my actions would ever bring pain or sadness to the heart or life of another, the only greater fear I hold within the privacy of my own consciousness is that of ever learning that my absent mindedness had a role in someone's effortless victory or circumstancial good fortune all while netting zero benefit directly to myself. To neglect one's self in such a way would be akin to betraying my own mother as she loves me dearly. In my eternal pledge to honor her without limitation or condition, protecting my self-interest is in effect a conscious act in treasuring her. Just for the sake of clarity, when it comes to my commitment to my mother as things pertain to honor & such, there is no task too great nor feat too challenging provided that the conditions are convenient & the terms favorably reasonable. My mother did hit me one time...we forgive, but we don't forget...let's not be foolish here...",1,11,negative,0.8882716298103333,0.012342407368123531,0.09938593953847885,0.8882716298103333,-0.8759,5,1599,1,0
Left Airpod Didn't Work,"This is one of the purchases where everything that could go wrong did go wrong...The first time I purchased the Airpods with the additional AppleCare, I waited anxiously for them to arrive. I happened to be at home on the expected day of delivery so I was surprised when I saw the delivery status 'Customer Refused Delivery.' Nope. That definitely didn't happen. I called into Amazon's customer service, who told me, ""Disregard that status message. They are Airpods - they probably got stolen. Things can go missing between the warehouse and delivery."" Uh, ok. They refunded both the Airpods and the AppleCare, as (THIS IS IMPORTANT) the AppleCare, though sold separately, is connected to the device via the serial number when purchased.Cut to my second attempt at purchasing the Airpods and the AppleCare... I received the Airpods, and like so many others who have purchased them and left reviews, the left Airpod was defective. I returned the Airpods and received a refund with no issue. However, when I inquired with customer service about refunding the AppleCare (because as I mentioned, when purchased, it is associated with the Airpods via serial number), I was told that a one time exception had already been made for me and they couldn't refund it again. So, because of what was an issue on Amazon's end initially, I'm now screwed out $29 for the AppleCare purchase when I was sent defective Airpods.If you are willing to buy these Airpods after so many reviewers, including myself, provide feedback stating this product is defective, don't waste your money on the AppleCare.",1,12,negative,0.8156883716583252,0.0210451390594244,0.16326645016670227,0.8156883716583252,-0.7946,6,1583,1,0
Don’t get fulled by the price.,"I had first generation AirPods and they lasted almost two years. I was planning to buy new pair but I wasn’t in the rush because they still worked, sound was decent and battery would last me 2-3 hours before I had to put them on the charger. Somehow I misplaced them so instead of looking for them, I decided to buy a pair on Amazon. They were cheaper than Apple store so I thought I was getting good deal, NOT! First of all, sound is really bad, there is static in the background and I’m hearing an echo of some unknown music (not what I’m listening). Last drop was battery life. First time it happened I thought that my daughter might have used my AirPods and drained my battery. This time I fully charged them, charging station and AirPods were 100% charged. I placed them in my purse where they will be safe, and not borrowed by teenager. They were sitting in my purse for 4-5 days, not being used at all so they should be fully charged. Well the light was green for a few seconds, then it changed to orange. Pods were not connecting to my phone even though I tried to connect them by holding button in the back of charging station. I even tried to forget device on my phone, then reconnect, but at that point orange light on the charging station disappeared, and that happens only if they are completely drained, dead. Today they will be going back to Amazon. I don’t want another pair, I want full refund, and I’ll be buying a new pair from good old Apple store.",1,13,neutral,0.40577074885368347,0.362993061542511,0.40577074885368347,0.23123617470264435,0.1318,0,1468,0,0
"Authentic Product, but Wildly Overrated","If I hadn't authenticated the serial number, I'd seriously think I was sold a counterfeit product. Since this is an authentic, new product, I'm just left to believe the product is mediocre at best.I regularly use my air pods on both iOS and Android devices. The air pods connect relatively quickly and easily to both, but especially with other Apple devices. (For some reason, the max volume is significantly lower on my Android device.) The Bluetooth range is not great with reception starting to break up if you move more than 4-5' away from the phone. The sound is pretty clear, but less than 10 weeks after purchase, individual ear buds will cut in and out or get static-y even while sitting stationary next to my phone. Like other reviewers, my individual ear buds don't seem to charge evenly with one often dying well before the second. I've also been disappointed with the battery performance. The ear buds re-charge quickly when inserted into the case and I'd say I can probably get 5 hours of run time between charges of the *case*, but I struggle to regularly get more than 2 hours of run time per full charge of the ear buds (and oftentimes not even that). Finally, I have no idea how people wear these all the time as I found the shape of the air pods to be tremendously uncomfortable. (Though I am aware accessories exist to mitigate this issue)I truly don't understand the effuse praise heaped upon air pods. I am deeply underwhelmed.",1,14,negative,0.7389742136001587,0.027580710127949715,0.23344501852989197,0.7389742136001587,-0.7114,5,1448,1,0
They don't work!,"I received the AirPods today and they paired to my phone as expected. I used them for about 30 minutes and then charged them (they still had a charge of about 60%). I opened the case next to my iPhone and the phone showed them connected and fully charged. I then took out the AirPods and placed them in my ears and started an audiobook. The sound came through the speakers in my phone and the AirPods weren't working. I opened settings on my phone and did everything I could find online to pair them after unpairing as the phone required me to do because it couldn't connect. I went to ""get product support"" on the order page and spoke with customer service who walked me through the same steps I already took to try and pair the AirPods. I could not get them to pair. My wife's AirPods paired fine with my phone so I ruled out a problem with my phone. Amazon customer service connected me with Apple customer service and they are replacing the AirPods, however, I have a $215 credit authorization on my credit card pending their reception of the defective AirPods which must not be damaged. I don't think this is the norm for Apple products but sometimes you get a bad product. I think Amazon should have sent me a new Pair with case and taken the defective ones as any local store would have done. Amazon shouldn't have referred me to Apple for replacement. The lesson I learned is that you don't ever click on ""get product support"" but you do click on ""return and replace"".",1,15,neutral,0.6347780823707581,0.35413265228271484,0.6347780823707581,0.011089307256042957,0.343,6,1476,0,0
Both sets died in 1.5 years,"Let me start by saying our family buys lots of Apple products. Add that with the fact that having wireless earbuds are so convenient and Apple appears to makes a slick product. The airpods fit fine for me and my spouse. The case is also very small, but the earbuds could have smaller stems. The sound quality is good, but not excellent. However, both sets we purchased had one earbud die within 1.5 years. I talked with a friend and they said the same thing happened to them. Combine that with some negatives such as the high price, average battery life, the fact that these aren’t noise canceling, the annoyance that having a family sharing apple account combines all earbuds into everyones devices causing a lot of accidental switching of airplay, and you have a very expensive recurring cost per year per person. I thought about how a warranty might help, but you still have to pay for warranty plus the replacement parts and can only replace 2 parts. Buying a new pair would have ended up being the same cost for us or even cheaper with the airpods on sale. Maybe the gen 3’s will be more reliable but I’m not paying almost $200 to find out. My advice for most people, buy the off brands that come with an 18 month warranty and more features like double the battery life and controls. They will run as low as $30 and will probably be good enough. You can reward yourself with a music subscription using the money you’ll save.",1,16,positive,0.7990680932998657,0.7990680932998657,0.18330855667591095,0.01762334257364273,0.7814,0,1429,0,1
Been looking forward to these for years. They only work with phone calls,"I mean honestly, I expected them to be exactly like the ones that came with all the previous generations of iPod and Apple iPhone only with no wires… I feel like there’s a slight variation in how powerful they are meaning less powerful than the ones with the wires but more importantly yeah mine just kind of stopped working. Have them for less than two weeks they make the Connect and disconnect noises however, the only thing that actually works perfectly is when I use them for telephone calls. And when I’m on telephone calls, in the event I would like to listen to media or music or watch YouTube while I’m on a phone call, they will work perfectly the music media or YouTube will turn down and I can hear the person perfectly. The second person hangs up the AirPods then go back to not working at all that’s right I said it folks other than the connect disconnect the sound they do not work at all. Of course, other than the aforementioned phone calls which they work as they are designed to. It’s extremely frustrating I have actually had the opportunity to get a second pair sent to me from Amazon and they work just the same. I can’t find anything online about what to do my iPhone is brand new so I don’t know why my phones doing this but no one can give me a good answer and frankly I don’t want to anymore because I just wasted a bunch of money on and they don’t work for anything.",1,17,neutral,0.462920218706131,0.08082021027803421,0.462920218706131,0.456259548664093,-0.3754,3,1393,0,0
First and second sets UNACCEPTABLE.,"After a week the AirPods kept disconnecting from my iPhone 7. I had to have the device leave Bluetooth and completely restart. Before that, the left side would play music but it would not respond to the double tap nor to the motion to automatically start the AirPods/turn Them off when taken out of the ear. I will return and re-order, give it another try since I really like them aside from this issue.Update receiving my replacement AirPods: I want to start by saying I am fairly text savvy and know how to work with my iPhone having used other Bluetooth devices with it. This new set of AirPods still has issues with consistency: it can take forever for the AirPods to link up with my phone. The tap modes such as pause and fast forward work infrequently. It is hard to believe that there is a single digit percentage of problems like these on all of the reviews that I see, because this is my SECOND pair and I am still having issues. I can get by without having to use the double tap modes, I can just use my phone, but the delayed wireless hook up to the phone is just unacceptable. Since I have tried other brands of wireless these seem to have the best sound and are the most comfortable. But if you don’t mind using a different wireless buds that stick directly in your ear, then skip apple and get those.So disappointed but keeping them anyway.",1,18,neutral,0.48744064569473267,0.08009470999240875,0.48744064569473267,0.4324646592140198,-0.3524,1,1354,0,0
BEWARE! PLEASE READ MORE. Don’t buy Apple products through Amazon,"It’s a pain to get Apple service if you bought these through Amazon and bumped into problems like I did.So I purchased these on Prime Day (10/13). As soon as 10/17 the left pod started having problems. It didn’t hold charge even was left overnight. Called Amazon support, was told to contact Apple directly.Long story short, Apple first suggested to send me replacement for left pod and put a hold on my card of $73.83 for non-return fee (in case I didn’t return the defected AirPod) — reasonable. Then I received the new left pod, Apple didn’t include the return label and just told me to discard the defected pod — which meant I just bought a brand new left pod and WTF!!!Apple explained that since I didn’t buy these AirPods directly from them, the limited warranty didn’t apply to my purchase. Woaaaa!!!!Amazon didn’t make AirPods right folks?After a week of frustration calling Apple to follow up (while using the defected pod, I didn’t wanna break the seal of the new pod unless I knew exactly how this issue gonna land), Apple agreed to reserve the charge on my credit card for the stupid replacement.Amazon Associate was nice enough to follow up w me about this case. But the contract whatsoever between Amazon and Apple was a mess and their customers were the one who suffered.",1,19,negative,0.78834468126297,0.01566920429468155,0.19598612189292908,0.78834468126297,-0.7727,7,1286,1,0
Not sure what's happening here but...these are not that great.,"So this is my second pair of Airpods and I'm actually pretty disappointed in the overall quality. I don't see anything about them being refurbished but they certainly do not perform like my old Airpods I got directly from Apple. At first I thought I didn't think much of it because I've only had them for one month but these Airpods static and click off REGULARLY but the phone is still registering them as on and the videos/podcasts/music keeps playing but I can't hear anything. I have to take them off and put them in the case and take them back out for them to reconnect and I can hear just fine. Worse when it happens on phone calls and FTs because they're still connected with no sound. They do this several times a day. Not only that, sometimes when I take them out of the case and they are supposed to ""automatically connect,"" sometimes they do, sometimes they don't. Sometimes only one does and the only thing that fixes it is me taking both of them in and out of the case several times. Sometimes they're connected straight of of the case with no sound. Unfortunately my return window closed about 11 days ago which infuriates me because I would like a replacement. Again, I have just barely had these for a month. As a realtor and a mom, I NEED to have free hands. So disappointing and frustrating.",1,20,negative,0.8722477555274963,0.012122842483222485,0.11562943458557129,0.8722477555274963,-0.8601,4,1309,1,0
"Don't waste your money on these, and don't buy from this seller","What an absolute waste of money.I got these airbuds because of their shape--it's about the only shape that fits in my ear and stays. I was also excited about the functionality of the earbuds. However, the earbuds were never fully functional. I was never able to get the earbuds to switch through songs, for example. They did pause and play whatever I was listening to, but they most often did this when I would accidentally touch the earbuds. Or my hair grazed the earbuds. So, really they were not very functional at all anyway. But I could use them to listen to music, and I'm really not super picky, so I just kept using them.About two months in, one of the earbuds fell onto a hardwood floor and broke open. I was able to kind of stick it back together, but it never worked after that. Within days, the magnetic metal bottom of both earbuds fell off..At this point I contacted the seller and told them the issues. They said they would send a new pair. I waited weeks. Still waiting, months after my purchase, for any kind of communication. I had to escalate my complaints through amazon, but the best they could do was refund half of the price.DON'T BUY THESE.And if you really want to, at least don't buy these from this seller.",1,21,negative,0.7212013006210327,0.06454656273126602,0.21425220370292664,0.7212013006210327,-0.6567,6,1233,1,0
